"region","type","ware"
"Chihuahuan Lowlands","Tonto Polychrome","Roosevelt Red Ware"
"Chihuahuan Lowlands","Tucson Polychrome","Maverick Mountain Series"
"Chihuahuan Lowlands","Santa Cruz Polychrome","Trincheras Series"
"Chihuahuan Lowlands","San Carlos Red-on-brown","San Carlos Brown Ware"
"Chihuahuan Lowlands","Babicora Polychrome","Chihuahuan Series"
"Chihuahuan Lowlands","Ramos Polychrome","Chihuahuan Series"
"Chihuahuan Lowlands","Rincon Red-on-brown","Tucson Basin Brown Ware"
"Chihuahuan Lowlands","Rillito Red-on-brown","Tucson Basin Brown Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Red Mesa Black-on-white","Cibola White Ware"
"Zuni","Reserve/Tularosa Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","Puerco Black-on-red","Early White Mountain Red Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Pinedale Polychrome","Late White Mountain Red Ware"
"Zuni","Fourmile Polychrome","Late White Mountain Red Ware"
"Zuni","Pinnawa Glaze-on-white","Zuni Glaze Ware"
"Zuni","Pinnawa Red-on-white","Zuni Glaze Ware"
"Zuni","Pinnawa Glaze-on-white","Zuni Glaze Ware"
"Zuni","Matsaki Polychrome","Matsaki Buff Ware"
"Zuni","Zuni Buff type","Matsaki Buff Ware"
"Zuni","Unnamed Red-on-buff","Matsaki Buff Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Zuni Black Ware","Zuni Black Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Zuni","Zuni Polychrome","Zuni Matte-Paint Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Pinedale Polychrome","Late White Mountain Red Ware"
"Zuni","Pinnawa Glaze-on-white","Zuni Glaze Ware"
"Zuni","Kechipawan Polychrome","Zuni Glaze Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Red Mesa Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Pinedale Polychrome","Late White Mountain Red Ware"
"Zuni","Pinnawa Glaze-on-white","Zuni Glaze Ware"
"Zuni","Pinnawa Glaze-on-white","Zuni Glaze Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","Wingate Black-on-red","Early White Mountain Red Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Pinedale Polychrome","Late White Mountain Red Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Pinedale Polychrome","Late White Mountain Red Ware"
"Zuni","Pinnawa Glaze-on-white","Zuni Glaze Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Tularosa Black-on-white","Cibola White Ware"
"Zuni","Pinedale Black-on-white","Cibola White Ware"
"Zuni","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Zuni","Springerville Polychrome","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","St. Johns Black-on-red","Early White Mountain Red Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Heshotauthla Black-on-red","Zuni Glaze Ware"
"Zuni","Kwakina Polychrome","Zuni Glaze Ware"
"Zuni","Pinedale Black-on-red","Late White Mountain Red Ware"
"Zuni","Pinedale Polychrome","Late White Mountain Red Ware"
"Zuni","Cibola Corrugated Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Cibola Gray Ware, Undifferentiated","Cibola Gray Ware"
"Zuni","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Zuni","Puerco Black-on-white","Cibola White Ware"
"Zuni","Reserve Black-on-white","Cibola White Ware"
